"DIMENSION","VALUE","STEP","PATIENTS"
"payer_name","Blue Cross Blue Shield of Wyoming",7,1
"payer_name","South Carolina Medicaid",7,1
"payer_name","Dignity Health",7,1
"payer_name","CalCPA",7,1
"payer_name","Mississippi Medicaid",7,1
"payer_name","Pennsylvania Medicaid",7,1
"payer_name","SS&C Health",7,1
"payer_name","Liberty Medicare Advantage",7,1
"payer_name","Alaska Medicaid",7,1
"payer_name","Employee Health Options",7,1
"payer_name","Rightway Health",7,1
"payer_name","Jefferson Health",7,1
"payer_name","Hawaii Medicaid",7,1
"payer_name","New Hampshire Medicaid",7,1
"payer_name","Nevada Medicaid",7,1
"payer_name","Alliant Health Plans",7,1
"payer_name","Zing Health",7,0
"payer_name","AultCare Health Plans",7,0
"payer_name","Restat",7,0
"payer_name","Advantage Care (IPA)",7,0
"payer_name","Washington State Department of Health",7,0
"payer_name","Amazon",7,0
"payer_name","Mayo Clinic",7,0
"payer_name","EyeMed",7,0
"payer_name","Rios Southwest Medical Group",7,0
"payer_name","Rhode Island Department of Health",7,0
"payer_name","Solis Health Plans",7,0
"payer_name","Louisiana Medicaid",7,0
"payer_name","Curative Health Plan",7,0
"payer_name","MVP Health Care",7,0
"payer_name","North Carolina Department of Health",7,0
"payer_name","North Carolina State Health Plan",7,0
"payer_name","Montana Medicaid",7,0
"payer_name","Texas Independence Health Plan",7,0
"payer_name","VillageCareMAX",7,0
"payer_name","University of Utah Health",7,0
"payer_name","Valley Care (IPA)",7,0
"payer_name","Florida Complete Care",7,0
"payer_name","Advanced Medical Management (IPA)",7,0
"payer_name","Ochsner Health",7,0
"payer_name","Oregon Health and Science University",7,0
"payer_name","New Jersey Department of Health",7,0
"payer_name","Florida Community Care",7,0
"payer_name","Torrance Hospital (IPA)",7,0
"payer_name","Blue Cross Blue Shield of North Dakota",7,0
"payer_name","Cone Health",7,0
"payer_name","ConnectiveRx",7,0
"payer_name","Chinese Community Health Plan",7,0
"payer_name","Rhode Island Medicaid",7,0
"payer_name","Blue Cross and Blue Shield of Kansas City",7,0
"payer_name","Script Relief",7,0
"payer_name","CoxHealth",7,0
"payer_name","ProCare Advantage",7,0
"payer_name","Pharmastar",7,0
"payer_name","Disclosed Rx",7,0
"payer_name","Neighborhood Health Plan of Rhode Island",7,0
"payer_name","Kentucky Medicaid",7,0
"payer_name","The Assistance Fund",7,0
"payer_name","Clear Spring Health",7,0
"payer_name","South Country Health Alliance",7,0
"payer_name","Blue Care Network",7,0
"payer_name","LucyRx",7,0
"payer_name","Troy Medicare",7,0
"payer_name","North Carolina Medicaid",7,0
"payer_name","District of Columbia Medicaid",7,0
"payer_name","Alterwood Advantage",7,0
"payer_name","Continental General",7,0
"payer_name","Utah Medicaid",7,0
"payer_name","Partners Health Plan",7,0
"payer_name","PharmPix",7,0
"payer_name","Geico",7,0
"payer_name","Advanced Medical Doctors of California (IPA)",7,0
"payer_name","Health Partners",7,0
"payer_name","Hamaspik",7,0
"payer_name","6 Degrees Health",7,0
"payer_name","RxCut",7,0
"payer_name","Access Medical Group (IPA)",7,0
"payer_name","Align Senior Care",7,0
"payer_name","Lucent Health",7,0
"payer_name","Accountable HC (IPA)",7,0
"payer_name","EBMS",7,0
"payer_name","InfinityRx",7,0
"payer_name","KeyCare Advantage",7,0
"payer_name","FliptRx",7,0
"payer_name","Maine Medicaid",7,0
"payer_name","OnePoint Comp",7,0
"payer_name","Sendero Health Plans",7,0
"payer_name","Community First Health Plans",7,0
"payer_name","Quartz Health Solutions",7,0
"payer_name","Delaware Division of Medicaid and Medical Assistance",7,0
"payer_name","Washington Medicaid",7,0
"payer_name","Vision Services Plan",7,0
"payer_name","BayCare Health Plans",7,0
"payer_name","Hawaii Medical Service Association",7,0
"payer_name","Wisconsin Medicaid",7,0
"payer_name","Doctors HealthCare Plans",7,0
"payer_name","West Virginia University Medicine",7,0
"payer_name","New York Department of Health",7,0
"payer_name","Adventist Health Care Network (IPA)",7,0
"payer_name","McLaren Health Care",7,0
"payer_name","Elderplan and HomeFirst",7,0
"payer_name","NeedyMeds",7,0
"payer_name","Essence Healthcare",7,0
"payer_name","American Specialty Health",7,0
"payer_name","Delaware Medicaid",7,0
"payer_name","Medical Card System",7,0
"payer_name","Mass General Brigham",7,0
"payer_name","Blue Cross and Blue Shield of Vermont",7,0
"payer_name","Integrated Prescription Management (IPM)",7,0
"payer_name","Colorado Access",7,0
"payer_name","CenterLight Healthcare",7,0
"hcp_specialty","Hematology",4,110
"hcp_specialty","Allergy",4,103
"hcp_specialty","Sports Medicine",4,99
"hcp_specialty","Gynecology",4,96
"hcp_specialty","Occupational Medicine",4,95
"hcp_specialty","Colorectal Surgery",4,87
"hcp_specialty","Surgical Oncology",4,63
"hcp_specialty","Gynecological Oncology",4,62
"hcp_specialty","Hand Surgery",4,56
"hcp_specialty","Addiction Medicine",4,39
"hcp_specialty","Public Health",4,33
"hcp_specialty","Sleep Medicine",4,33
"hcp_specialty","Advanced Heart Failure",4,28
"hcp_specialty","Nuclear Medicine",4,26
"hcp_specialty","Preventive Medicine",4,21
"hcp_specialty","Obesity Medicine",4,18
"hcp_specialty","Nutrition",4,16
"hcp_specialty","Maxillofacial Surgery",4,15
"hcp_specialty","Diabetes",4,12
"hcp_specialty","Hepatology",4,10
"hcp_specialty","Midwifery",4,9
"hcp_specialty","Pediatric Oncology",4,7
"hcp_specialty","Administrative Medicine",4,7
"hcp_specialty","Pediatric Psychiatry",4,6
"hcp_specialty","Geriatric Psychiatry",4,6
"hcp_specialty","Pediatric Neurology",4,6
"hcp_specialty","Research and Development",4,5
"hcp_specialty","Cardiothoracic Surgery",4,5
"hcp_specialty","Neuromuscular Medicine",4,4
"hcp_specialty","Perinatology",4,3
"hcp_specialty","Neurosurgery",4,3
"hcp_specialty","Addiction Psychiatry",4,3
"hcp_specialty","Neurophysiology",4,3
"hcp_specialty","Immunology",4,3
"hcp_specialty","Pediatric Cardiology",4,2
"hcp_specialty","Genetics",4,1
"hcp_specialty","Pediatric Endocrinology",4,1
"hcp_specialty","Pediatric Surgery",4,1
"hcp_specialty","Pharmacology",4,1
"hcp_specialty","Pediatric Dentistry",4,0
"hcp_specialty","Legal Medicine",4,0
"hcp_specialty","Pediatric Pulmonology",4,0
"hcp_specialty","Reproductive Medicine",4,0
"hcp_specialty","Pediatric Gastroenterology",4,0
"hcp_specialty","Psychosomatic Medicine",4,0
"hcp_specialty","Microbiology",4,0
"hcp_specialty","Abdominal Surgery",4,0
"hcp_specialty","Veterinary",4,0
"hcp_specialty","Family Medicine",5,3019
"hcp_specialty","Other",5,2936
"hcp_specialty","Hematology/Oncology",5,2193
"hcp_specialty","Internal Medicine",5,2103
"hcp_specialty","Oncology",5,932
"hcp_specialty","General Practice",5,826
"hcp_specialty","Cardiology",5,700
"hcp_specialty","Dermatology",5,501
"hcp_specialty","Hospital Medicine",5,474
"hcp_specialty","Radiology",5,385
"hcp_specialty","Emergency Medicine",5,329
"hcp_specialty","Palliative Medicine",5,324
"hcp_specialty","Geriatrics",5,287
"hcp_specialty","Ophthalmology",5,285
"hcp_specialty","Nephrology",5,278
"hcp_specialty","Urology",5,236
"hcp_specialty","Radiation Oncology",5,229
"hcp_specialty","Pulmonology",5,228
"hcp_specialty","Surgery",5,220
"hcp_specialty","Otolaryngology",5,204
"hcp_specialty","Physical Therapy",5,181
"hcp_specialty","Gastroenterology",5,177
"hcp_specialty","Pathology",5,175
"hcp_specialty","Endocrinology",5,164
"hcp_specialty","Optometry",5,148
"hcp_specialty","Psychiatry",5,132
"hcp_specialty","Neurology",5,132
"hcp_specialty","Podiatry",5,116
"hcp_specialty","Interventional Cardiology",5,114
"hcp_specialty","Pain Medicine",5,111
"hcp_specialty","Pharmacy Specialty",5,109
"hcp_specialty","Infectious diseases",5,105
"hcp_specialty","Orthopedic Surgery",5,104
"hcp_specialty","Dentistry",5,81
"hcp_specialty","Urgent Care Medicine",5,75
"hcp_specialty","Cardiac Electrophysiology",5,71
"hcp_specialty","Anesthesiology",5,69
"hcp_specialty","Obstetrics",5,67
"hcp_specialty","Hematology",5,64
"hcp_specialty","Rheumatology",5,61
"hcp_specialty","Plastic Surgery",5,60
"hcp_specialty","Intensive Care Medicine",5,59
"hcp_specialty","Alternative Medicine",5,58
"hcp_specialty","Pediatrics",5,57
"hcp_specialty","Rehabilitation Medicine",5,49
"hcp_specialty","Vascular Surgery",5,41
"hcp_specialty","Psychology",5,39
"hcp_specialty","Unknown",5,36
"hcp_specialty","Surgical Oncology",5,33
"hcp_specialty","Sports Medicine",5,30
"hcp_specialty","Gynecological Oncology",5,27
"hcp_specialty","Gynecology",5,22
"hcp_specialty","Dermatologic Surgery",5,22
"hcp_specialty","Occupational Medicine",5,21
"hcp_specialty","Allergy",5,15
"hcp_specialty","Nuclear Medicine",5,15
"hcp_specialty","Hand Surgery",5,14
"hcp_specialty","Sleep Medicine",5,13
"hcp_specialty","Addiction Medicine",5,12
"hcp_specialty","Public Health",5,9
"hcp_specialty","Preventive Medicine",5,6
"hcp_specialty","Maxillofacial Surgery",5,6
"hcp_specialty","Advanced Heart Failure",5,6
"hcp_specialty","Colorectal Surgery",5,5
"hcp_specialty","Pediatric Neurology",5,5
"hcp_specialty","Administrative Medicine",5,5
"hcp_specialty","Midwifery",5,5
"hcp_specialty","Pediatric Psychiatry",5,4
"hcp_specialty","Obesity Medicine",5,4
"hcp_specialty","Research and Development",5,3
"hcp_specialty","Hepatology",5,3
"hcp_specialty","Addiction Psychiatry",5,2
"hcp_specialty","Nutrition",5,2
"hcp_specialty","Diabetes",5,2
"hcp_specialty","Cardiothoracic Surgery",5,1
"hcp_specialty","Pediatric Endocrinology",5,1
"hcp_specialty","Pharmacology",5,1
"hcp_specialty","Neurosurgery",5,1
"hcp_specialty","Geriatric Psychiatry",5,1
"hcp_specialty","Perinatology",5,0
"hcp_specialty","Pediatric Cardiology",5,0
"hcp_specialty","Genetics",5,0
"hcp_specialty","Microbiology",5,0
"hcp_specialty","Legal Medicine",5,0
"hcp_specialty","Pediatric Surgery",5,0
"hcp_specialty","Immunology",5,0
"hcp_specialty","Pediatric Pulmonology",5,0
"hcp_specialty","Pediatric Gastroenterology",5,0
"hcp_specialty","Pediatric Dentistry",5,0
"hcp_specialty","Neurophysiology",5,0
"hcp_specialty","Psychosomatic Medicine",5,0
"hcp_specialty","Abdominal Surgery",5,0
"hcp_specialty","Pediatric Oncology",5,0
"hcp_specialty","Veterinary",5,0
"hcp_specialty","Reproductive Medicine",5,0
"hcp_specialty","Neuromuscular Medicine",5,0
"hcp_specialty","Family Medicine",6,2681
"hcp_specialty","Other",6,2543
"hcp_specialty","Hematology/Oncology",6,1910
"hcp_specialty","Internal Medicine",6,1847
"hcp_specialty","Oncology",6,818
"hcp_specialty","General Practice",6,728
"hcp_specialty","Cardiology",6,616
"hcp_specialty","Dermatology",6,447
"hcp_specialty","Hospital Medicine",6,417
"hcp_specialty","Radiology",6,337
"hcp_specialty","Emergency Medicine",6,290
"hcp_specialty","Palliative Medicine",6,276
"hcp_specialty","Ophthalmology",6,257
"hcp_specialty","Geriatrics",6,245
"hcp_specialty","Nephrology",6,242
"hcp_specialty","Radiation Oncology",6,214
"hcp_specialty","Surgery",6,206
"hcp_specialty","Pulmonology",6,199
"hcp_specialty","Urology",6,198
"hcp_specialty","Otolaryngology",6,187
"hcp_specialty","Pathology",6,156
"hcp_specialty","Gastroenterology",6,155
"hcp_specialty","Physical Therapy",6,153
"hcp_specialty","Endocrinology",6,145
"hcp_specialty","Optometry",6,132
"hcp_specialty","Neurology",6,117
"hcp_specialty","Psychiatry",6,114
"hcp_specialty","Interventional Cardiology",6,106
"hcp_specialty","Podiatry",6,106
"hcp_specialty","Pharmacy Specialty",6,98
"hcp_specialty","Pain Medicine",6,92
"hcp_specialty","Orthopedic Surgery",6,91
"hcp_specialty","Infectious diseases",6,82
"hcp_specialty","Dentistry",6,71
"hcp_specialty","Urgent Care Medicine",6,68
"hcp_specialty","Cardiac Electrophysiology",6,63
"hcp_specialty","Anesthesiology",6,59
"hcp_specialty","Obstetrics",6,59
"hcp_specialty","Hematology",6,56
"hcp_specialty","Plastic Surgery",6,53
"hcp_specialty","Intensive Care Medicine",6,51
"hcp_specialty","Alternative Medicine",6,49
"hcp_specialty","Pediatrics",6,48
"hcp_specialty","Rheumatology",6,48
"hcp_specialty","Rehabilitation Medicine",6,45
"hcp_specialty","Vascular Surgery",6,39
"hcp_specialty","Psychology",6,35
"hcp_specialty","Unknown",6,30
"hcp_specialty","Surgical Oncology",6,29
"hcp_specialty","Sports Medicine",6,26
"hcp_specialty","Gynecological Oncology",6,21
"hcp_specialty","Occupational Medicine",6,19
"hcp_specialty","Dermatologic Surgery",6,19
"hcp_specialty","Gynecology",6,15
"hcp_specialty","Hand Surgery",6,13
"hcp_specialty","Sleep Medicine",6,12
"hcp_specialty","Allergy",6,12
"hcp_specialty","Nuclear Medicine",6,12
"hcp_specialty","Addiction Medicine",6,10
"hcp_specialty","Public Health",6,8
"hcp_specialty","Maxillofacial Surgery",6,6
"hcp_specialty","Administrative Medicine",6,5
"hcp_specialty","Preventive Medicine",6,5
"hcp_specialty","Pediatric Neurology",6,5
"hcp_specialty","Obesity Medicine",6,4
"hcp_specialty","Midwifery",6,4
"hcp_specialty","Advanced Heart Failure",6,4
"hcp_specialty","Colorectal Surgery",6,4
"hcp_specialty","Hepatology",6,3
"hcp_specialty","Pediatric Psychiatry",6,3
"hcp_specialty","Diabetes",6,2
"hcp_specialty","Addiction Psychiatry",6,2
"hcp_specialty","Nutrition",6,2
"hcp_specialty","Neurosurgery",6,1
"hcp_specialty","Research and Development",6,1
"hcp_specialty","Pharmacology",6,1
"hcp_specialty","Cardiothoracic Surgery",6,1
"hcp_specialty","Psychosomatic Medicine",6,0
"hcp_specialty","Geriatric Psychiatry",6,0
"hcp_specialty","Pediatric Dentistry",6,0
"hcp_specialty","Pediatric Gastroenterology",6,0
"hcp_specialty","Genetics",6,0
"hcp_specialty","Abdominal Surgery",6,0
"hcp_specialty","Veterinary",6,0
"hcp_specialty","Neurophysiology",6,0
"hcp_specialty","Perinatology",6,0
"hcp_specialty","Pediatric Pulmonology",6,0
"hcp_specialty","Immunology",6,0
"hcp_specialty","Legal Medicine",6,0
"hcp_specialty","Pediatric Surgery",6,0
"hcp_specialty","Neuromuscular Medicine",6,0
"hcp_specialty","Pediatric Oncology",6,0
"hcp_specialty","Pediatric Cardiology",6,0
"hcp_specialty","Reproductive Medicine",6,0
"hcp_specialty","Microbiology",6,0
"hcp_specialty","Pediatric Endocrinology",6,0
"hcp_specialty","Family Medicine",7,1104
"hcp_specialty","Other",7,998
"hcp_specialty","Hematology/Oncology",7,974
"hcp_specialty","Internal Medicine",7,789
"hcp_specialty","Oncology",7,429
"hcp_specialty","General Practice",7,320
"hcp_specialty","Cardiology",7,281
"hcp_specialty","Dermatology",7,184
"hcp_specialty","Hospital Medicine",7,165
"hcp_specialty","Radiology",7,136
"hcp_specialty","Emergency Medicine",7,132
"hcp_specialty","Geriatrics",7,115
"hcp_specialty","Ophthalmology",7,110
"hcp_specialty","Palliative Medicine",7,109
"hcp_specialty","Radiation Oncology",7,108
"hcp_specialty","Nephrology",7,107
"hcp_specialty","Otolaryngology",7,98
"hcp_specialty","Surgery",7,95
"hcp_specialty","Urology",7,79
"hcp_specialty","Pulmonology",7,76
"hcp_specialty","Gastroenterology",7,66
"hcp_specialty","Pathology",7,64
"hcp_specialty","Physical Therapy",7,62
"hcp_specialty","Interventional Cardiology",7,52
"hcp_specialty","Podiatry",7,52
"hcp_specialty","Optometry",7,50
"hcp_specialty","Endocrinology",7,49
"hcp_specialty","Orthopedic Surgery",7,46
"hcp_specialty","Psychiatry",7,45
"hcp_specialty","Neurology",7,44
"hcp_specialty","Pharmacy Specialty",7,44
"hcp_specialty","Pain Medicine",7,43
"hcp_specialty","Infectious diseases",7,38
"hcp_specialty","Dentistry",7,36
"hcp_specialty","Plastic Surgery",7,31
"hcp_specialty","Hematology",7,28
"hcp_specialty","Intensive Care Medicine",7,27
"hcp_specialty","Anesthesiology",7,26
"hcp_specialty","Pediatrics",7,25
"hcp_specialty","Cardiac Electrophysiology",7,22
"hcp_specialty","Obstetrics",7,21
"hcp_specialty","Urgent Care Medicine",7,21
"hcp_specialty","Alternative Medicine",7,19
"hcp_specialty","Surgical Oncology",7,18
"hcp_specialty","Rheumatology",7,17
"hcp_specialty","Vascular Surgery",7,16
"hcp_specialty","Unknown",7,16
"hcp_specialty","Rehabilitation Medicine",7,12
"hcp_specialty","Psychology",7,12
"hcp_specialty","Sports Medicine",7,11
"hcp_specialty","Occupational Medicine",7,11
"hcp_specialty","Gynecology",7,8
"hcp_specialty","Gynecological Oncology",7,8
"hcp_specialty","Nuclear Medicine",7,7
"hcp_specialty","Dermatologic Surgery",7,6
"hcp_specialty","Sleep Medicine",7,5
"hcp_specialty","Public Health",7,5
"hcp_specialty","Allergy",7,5
"hcp_specialty","Addiction Medicine",7,4
"hcp_specialty","Preventive Medicine",7,3
"hcp_specialty","Hand Surgery",7,3
"hcp_specialty","Administrative Medicine",7,3
"hcp_specialty","Maxillofacial Surgery",7,3
"hcp_specialty","Colorectal Surgery",7,3
"hcp_specialty","Pediatric Psychiatry",7,2
"hcp_specialty","Hepatology",7,2
"hcp_specialty","Advanced Heart Failure",7,2
"hcp_specialty","Addiction Psychiatry",7,1
"hcp_specialty","Obesity Medicine",7,1
"hcp_specialty","Midwifery",7,1
"hcp_specialty","Diabetes",7,1
"hcp_specialty","Pediatric Neurology",7,1
"hcp_specialty","Cardiothoracic Surgery",7,1
"hcp_specialty","Neuromuscular Medicine",7,0
"hcp_specialty","Pediatric Oncology",7,0
"hcp_specialty","Neurosurgery",7,0
"hcp_specialty","Pediatric Pulmonology",7,0
"hcp_specialty","Immunology",7,0
"hcp_specialty","Pharmacology",7,0
"hcp_specialty","Pediatric Endocrinology",7,0
"hcp_specialty","Psychosomatic Medicine",7,0
"hcp_specialty","Genetics",7,0
"hcp_specialty","Neurophysiology",7,0
"hcp_specialty","Perinatology",7,0
"hcp_specialty","Geriatric Psychiatry",7,0
"hcp_specialty","Pediatric Cardiology",7,0
"hcp_specialty","Research and Development",7,0
"hcp_specialty","Microbiology",7,0
"hcp_specialty","Legal Medicine",7,0
"hcp_specialty","Abdominal Surgery",7,0
"hcp_specialty","Veterinary",7,0
"hcp_specialty","Nutrition",7,0
"hcp_specialty","Pediatric Gastroenterology",7,0
"hcp_specialty","Pediatric Dentistry",7,0
"hcp_specialty","Pediatric Surgery",7,0
"hcp_specialty","Reproductive Medicine",7,0
"parent_type","Health Care System Administration",1,1139875
"parent_type","Unknown",1,454270
"parent_type","Medical Group Outpatient",1,291430
"parent_type","Diagnostic Facility",1,73040
"parent_type","Pharmacy",1,15713
"parent_type","Hospitals",1,9994
"parent_type","Residential and Long-Term Care Facilities",1,9045
"parent_type","Organization",1,7483
"parent_type","Home Health Care Agencies",1,5333
"parent_type","Government Agency",1,2062
"parent_type","Distributors, General",1,2062
"parent_type","Hospice",1,989
"parent_type","Dialysis & Infusion Centers",1,521
"parent_type","Managed Care",1,423
"parent_type","Non Healthcare Provider",1,172
"parent_type","Educational and Training",1,108
"parent_type","PHS 340B",1,17
"parent_type","Healthcare Manufacturer",1,14
"parent_type","Prison",1,5
"parent_type","Animal Health Organization",1,4
"parent_type","Medical Board",1,1
"parent_type","Health Care System Administration",2,480027
"parent_type","Unknown",2,180042
"parent_type","Medical Group Outpatient",2,119629
"parent_type","Diagnostic Facility",2,29050
"parent_type","Pharmacy",2,6572
"parent_type","Residential and Long-Term Care Facilities",2,4265
"parent_type","Hospitals",2,4095
"parent_type","Organization",2,3075
"parent_type","Home Health Care Agencies",2,2857
"parent_type","Distributors, General",2,824
"parent_type","Government Agency",2,805
"parent_type","Hospice",2,507
"parent_type","Dialysis & Infusion Centers",2,252
"parent_type","Managed Care",2,202
"parent_type","Non Healthcare Provider",2,53
"parent_type","Educational and Training",2,46
"parent_type","PHS 340B",2,7
"parent_type","Healthcare Manufacturer",2,5
"parent_type","Animal Health Organization",2,2
"parent_type","Prison",2,2
"parent_type","Medical Board",2,0
"parent_type","Health Care System Administration",3,472464
"parent_type","Unknown",3,176704
"parent_type","Medical Group Outpatient",3,118049
"parent_type","Diagnostic Facility",3,28737
"parent_type","Pharmacy",3,6469
"parent_type","Residential and Long-Term Care Facilities",3,4168
"parent_type","Hospitals",3,4040
"parent_type","Organization",3,2991
"parent_type","Home Health Care Agencies",3,2811
"parent_type","Distributors, General",3,812
"parent_type","Government Agency",3,786
"parent_type","Hospice",3,487
"parent_type","Dialysis & Infusion Centers",3,250
"parent_type","Managed Care",3,201
"parent_type","Non Healthcare Provider",3,53
"parent_type","Educational and Training",3,45
"parent_type","PHS 340B",3,7
"parent_type","Healthcare Manufacturer",3,5
"parent_type","Animal Health Organization",3,2
"parent_type","Prison",3,2
"parent_type","Medical Board",3,0
"parent_type","Health Care System Administration",4,35989
"parent_type","Unknown",4,12055
"parent_type","Medical Group Outpatient",4,6590
"parent_type","Diagnostic Facility",4,1776
"parent_type","Pharmacy",4,636
"parent_type","Residential and Long-Term Care Facilities",4,330
"parent_type","Home Health Care Agencies",4,311
"parent_type","Hospitals",4,294
"parent_type","Organization",4,260
"parent_type","Hospice",4,85
"parent_type","Distributors, General",4,68
"parent_type","Government Agency",4,43
"parent_type","Dialysis & Infusion Centers",4,21
"parent_type","Managed Care",4,20
"parent_type","Educational and Training",4,4
"parent_type","Non Healthcare Provider",4,2
"parent_type","Healthcare Manufacturer",4,1
"parent_type","Animal Health Organization",4,0
"parent_type","Prison",4,0
"parent_type","PHS 340B",4,0
"parent_type","Medical Board",4,0
"parent_type","Health Care System Administration",5,12524
"parent_type","Unknown",5,4200
"parent_type","Medical Group Outpatient",5,1549
"parent_type","Diagnostic Facility",5,582
"parent_type","Pharmacy",5,203
"parent_type","Residential and Long-Term Care Facilities",5,131
"parent_type","Home Health Care Agencies",5,122
"parent_type","Organization",5,119
"parent_type","Hospitals",5,111
"parent_type","Hospice",5,38
"parent_type","Distributors, General",5,31
"parent_type","Government Agency",5,18
"parent_type","Managed Care",5,6
"parent_type","Dialysis & Infusion Centers",5,5
"parent_type","Educational and Training",5,1
"parent_type","Medical Board",5,0
"parent_type","Healthcare Manufacturer",5,0
"parent_type","PHS 340B",5,0
"parent_type","Non Healthcare Provider",5,0
"parent_type","Animal Health Organization",5,0
"parent_type","Prison",5,0
"parent_type","Health Care System Administration",6,10971
"parent_type","Unknown",6,3699
"parent_type","Medical Group Outpatient",6,1366
"parent_type","Diagnostic Facility",6,505
"parent_type","Pharmacy",6,175
"parent_type","Residential and Long-Term Care Facilities",6,119
"parent_type","Home Health Care Agencies",6,105
"parent_type","Organization",6,104
"parent_type","Hospitals",6,96
"parent_type","Hospice",6,35
"parent_type","Distributors, General",6,27
"parent_type","Government Agency",6,16
"parent_type","Managed Care",6,5
"parent_type","Dialysis & Infusion Centers",6,4
"parent_type","Educational and Training",6,1
"parent_type","Medical Board",6,0
"parent_type","Healthcare Manufacturer",6,0
"parent_type","PHS 340B",6,0
"parent_type","Non Healthcare Provider",6,0
"parent_type","Animal Health Organization",6,0
"parent_type","Prison",6,0
"parent_type","Health Care System Administration",7,4816
"parent_type","Unknown",7,1610
"parent_type","Medical Group Outpatient",7,587
"parent_type","Diagnostic Facility",7,207
"parent_type","Pharmacy",7,62
"parent_type","Home Health Care Agencies",7,51
"parent_type","Residential and Long-Term Care Facilities",7,50
"parent_type","Hospitals",7,45
"parent_type","Organization",7,41
"parent_type","Hospice",7,14
"parent_type","Distributors, General",7,10
"parent_type","Government Agency",7,8
"parent_type","Managed Care",7,4
"parent_type","Dialysis & Infusion Centers",7,2
"parent_type","Educational and Training",7,1
"parent_type","Medical Board",7,0
"parent_type","Healthcare Manufacturer",7,0
"parent_type","PHS 340B",7,0
"parent_type","Non Healthcare Provider",7,0
"parent_type","Animal Health Organization",7,0
"parent_type","Prison",7,0
